,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,788700000.0,960900000.0,1442100000.0,1110800000.0,1413800000.0,
Repurchase Of Capital Stock,-159300000.0,-240300000.0,-306100000.0,-251800000.0,-250300000.0,
Repayment Of Debt,-405300000.0,-6300000.0,0.0,6600000.0,-2600000.0,
Issuance Of Debt,,,21800000.0,0.0,0.0,0.0
Issuance Of Capital Stock,13300000.0,14000000.0,24600000.0,9200000.0,21000000.0,
Capital Expenditure,-23200000.0,-16400000.0,-16900000.0,-17200000.0,-17900000.0,
End Cash Position,3659000000.0,3875700000.0,4211900000.0,6174500000.0,4816600000.0,
Beginning Cash Position,3875700000.0,4211900000.0,6174500000.0,4816600000.0,4168400000.0,
Changes In Cash,-216700000.0,-336200000.0,-1962600000.0,1357900000.0,648200000.0,
Financing Cash Flow,-778900000.0,-360800000.0,348800000.0,227500000.0,-495700000.0,
Cash Flow From Continuing Financing Activities,-778900000.0,-360800000.0,348800000.0,227500000.0,-495700000.0,
Net Other Financing Charges,-57900000.0,40800000.0,655000000.0,649900000.0,-98600000.0,
Cash Dividends Paid,-169700000.0,-169000000.0,-165700000.0,-165100000.0,-165200000.0,
Common Stock Dividend Paid,-169700000.0,-169000000.0,-165700000.0,-165100000.0,-165200000.0,
Net Common Stock Issuance,-146000000.0,-226300000.0,-281500000.0,-242600000.0,-229300000.0,
Common Stock Payments,-159300000.0,-240300000.0,-306100000.0,-251800000.0,-250300000.0,
Common Stock Issuance,13300000.0,14000000.0,24600000.0,9200000.0,21000000.0,
Net Issuance Payments Of Debt,-405300000.0,-6300000.0,141000000.0,-14700000.0,-2600000.0,
Net Short Term Debt Issuance,-5300000.0,-6300000.0,119200000.0,-14600000.0,-2600000.0,
Short Term Debt Payments,-5300000.0,-6300000.0,,,-2600000.0,-4100000.0
Net Long Term Debt Issuance,,,21800000.0,,,
Long Term Debt Payments,,,0.0,-100000.0,0.0,0.0
Long Term Debt Issuance,,,21800000.0,0.0,0.0,0.0
Investing Cash Flow,-249700000.0,-952700000.0,-3770400000.0,2400000.0,-287800000.0,
Cash Flow From Continuing Investing Activities,-249700000.0,-952700000.0,-3770400000.0,2400000.0,-287800000.0,
Net Investment Purchase And Sale,186000000.0,-1058900000.0,-3144300000.0,-129900000.0,-359800000.0,
Sale Of Investment,3632000000.0,3209600000.0,3160600000.0,3033000000.0,2585700000.0,
Purchase Of Investment,-3446000000.0,-4268500000.0,-6304900000.0,-3162900000.0,-2945500000.0,
Net Investment Properties Purchase And Sale,-31900000.0,-23300000.0,-48100000.0,-27000000.0,27500000.0,
Sale Of Investment Properties,0.0,9500000.0,8500000.0,13300000.0,68500000.0,
Purchase Of Investment Properties,-31900000.0,-32800000.0,-56600000.0,-40300000.0,-41000000.0,
Net Business Purchase And Sale,,,500000.0,,,
Purchase Of Business,,,500000.0,,,
Net PPE Purchase And Sale,-23200000.0,-16400000.0,-16900000.0,-17200000.0,-17900000.0,
Purchase Of PPE,-23200000.0,-16400000.0,-16900000.0,-17200000.0,-17900000.0,
Operating Cash Flow,811900000.0,977300000.0,1459000000.0,1128000000.0,1431700000.0,
