,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,157319000.0,88444000.0,146815000.0,171457000.0,103385000.0,
Capital Expenditure,-20257000.0,-29674000.0,-46643000.0,-27714000.0,-28042000.0,
End Cash Position,358027000.0,260379000.0,298397000.0,221213000.0,170634000.0,
Beginning Cash Position,260379000.0,298397000.0,221213000.0,170634000.0,144872000.0,
Changes In Cash,97648000.0,-38018000.0,77184000.0,50579000.0,25762000.0,
Financing Cash Flow,-41116000.0,-58376000.0,-59768000.0,-57818000.0,-53032000.0,
Cash Flow From Continuing Financing Activities,-41116000.0,-58376000.0,-59768000.0,-57818000.0,-53032000.0,
Net Other Financing Charges,,,,1560000.0,,
Cash Dividends Paid,-63569000.0,-63569000.0,-59376000.0,-59378000.0,-59377000.0,
Common Stock Dividend Paid,-63569000.0,-63569000.0,-59376000.0,-59378000.0,-59377000.0,
Investing Cash Flow,-38812000.0,-97760000.0,-56506000.0,-90774000.0,-52633000.0,
Cash Flow From Continuing Investing Activities,-38812000.0,-97760000.0,-56506000.0,-90774000.0,-52633000.0,
Net Investment Purchase And Sale,-17685000.0,-57631000.0,-8211000.0,-37176000.0,-25494000.0,
Sale Of Investment,67242000.0,80645000.0,99264000.0,112728000.0,145981000.0,
Purchase Of Investment,-84927000.0,-138276000.0,-107475000.0,-149904000.0,-171475000.0,
Net PPE Purchase And Sale,-20257000.0,-29674000.0,-46643000.0,-27714000.0,-28042000.0,
Purchase Of PPE,-20257000.0,-29674000.0,-46643000.0,-27714000.0,-28042000.0,
Cash Flowsfromusedin Operating Activities Direct,177576000.0,118118000.0,,199171000.0,131427000.0,87193000.0
Classesof Cash Payments,-838270000.0,-890180000.0,,-780869000.0,-777264000.0,-812547000.0
Other Cash Paymentsfrom Operating Activities,-275247000.0,-379307000.0,,-272730000.0,-265862000.0,-360909000.0
Paymentson Behalfof Employees,-77003000.0,-140345000.0,,-77491000.0,-65235000.0,-136579000.0
Classesof Cash Receiptsfrom Operating Activities,1015846000.0,1008298000.0,,980040000.0,908691000.0,899740000.0
Other Cash Receiptsfrom Operating Activities,296851000.0,241281000.0,,200910000.0,179702000.0,225796000.0
