,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,1726000000.0,1650000000.0,325000000.0,2999000000.0,1703000000.0,
Repurchase Of Capital Stock,-581000000.0,-730000000.0,-665000000.0,-582000000.0,-573000000.0,
Repayment Of Debt,-537000000.0,-331000000.0,-779000000.0,-437000000.0,-119000000.0,
Issuance Of Debt,387000000.0,1044000000.0,390000000.0,329000000.0,388000000.0,
Capital Expenditure,-38000000.0,-36000000.0,-58000000.0,-49000000.0,-17000000.0,
Interest Paid Supplemental Data,210000000.0,170000000.0,270000000.0,215000000.0,286000000.0,
Income Tax Paid Supplemental Data,672000000.0,28000000.0,281000000.0,108000000.0,82000000.0,
End Cash Position,9610000000.0,8959000000.0,9489000000.0,11379000000.0,8843000000.0,
Beginning Cash Position,8959000000.0,9489000000.0,11379000000.0,8843000000.0,8059000000.0,
Effect Of Exchange Rate Changes,25000000.0,13000000.0,-32000000.0,26000000.0,1000000.0,
Changes In Cash,626000000.0,-543000000.0,-1858000000.0,2510000000.0,783000000.0,
Financing Cash Flow,-1940000000.0,-488000000.0,-1458000000.0,-1173000000.0,-1103000000.0,
Cash Flow From Continuing Financing Activities,-1940000000.0,-488000000.0,-1458000000.0,-1173000000.0,-1103000000.0,
Net Other Financing Charges,-1057000000.0,-327000000.0,-260000000.0,-338000000.0,-652000000.0,
Cash Dividends Paid,-152000000.0,-144000000.0,-144000000.0,-145000000.0,-147000000.0,
Common Stock Dividend Paid,-152000000.0,-144000000.0,-144000000.0,-145000000.0,-147000000.0,
Net Common Stock Issuance,-581000000.0,-730000000.0,-665000000.0,-582000000.0,-573000000.0,
Common Stock Payments,-581000000.0,-730000000.0,-665000000.0,-582000000.0,-573000000.0,
Net Issuance Payments Of Debt,-150000000.0,713000000.0,-389000000.0,-108000000.0,269000000.0,
Net Long Term Debt Issuance,-150000000.0,713000000.0,-389000000.0,-108000000.0,269000000.0,
Long Term Debt Payments,-537000000.0,-331000000.0,-779000000.0,-437000000.0,-119000000.0,
Long Term Debt Issuance,387000000.0,1044000000.0,390000000.0,329000000.0,388000000.0,
Investing Cash Flow,802000000.0,-1741000000.0,-783000000.0,635000000.0,166000000.0,
Cash Flow From Continuing Investing Activities,802000000.0,-1741000000.0,-783000000.0,635000000.0,166000000.0,
Net Other Investing Changes,71000000.0,94000000.0,65000000.0,114000000.0,125000000.0,
Net Investment Purchase And Sale,971000000.0,-1542000000.0,-816000000.0,767000000.0,201000000.0,
Sale Of Investment,4794000000.0,5318000000.0,5099000000.0,5795000000.0,3957000000.0,
Purchase Of Investment,-3823000000.0,-6860000000.0,-5915000000.0,-5028000000.0,-3756000000.0,
Net Business Purchase And Sale,-118000000.0,-187000000.0,83000000.0,-131000000.0,-65000000.0,
Sale Of Business,259000000.0,167000000.0,417000000.0,214000000.0,250000000.0,
Purchase Of Business,-377000000.0,-354000000.0,-334000000.0,-345000000.0,-315000000.0,
Net PPE Purchase And Sale,-38000000.0,-36000000.0,-58000000.0,-49000000.0,-17000000.0,
Purchase Of PPE,-38000000.0,-36000000.0,-58000000.0,-49000000.0,-17000000.0,
Operating Cash Flow,1764000000.0,1686000000.0,383000000.0,3048000000.0,1720000000.0,
Cash Flow From Continuing Operating Activities,1764000000.0,1686000000.0,383000000.0,3048000000.0,1720000000.0,
Change In Working Capital,477000000.0,1162000000.0,-670000000.0,2607000000.0,851000000.0,
Change In Other Working Capital,-1269000000.0,745000000.0,-995000000.0,134000000.0,-629000000.0,
Change In Payables And Accrued Expense,179000000.0,-452000000.0,132000000.0,189000000.0,220000000.0,
Change In Receivables,117000000.0,-220000000.0,-6000000.0,266000000.0,,
Other Non Cash Items,1000000.0,-5000000.0,4000000.0,,,-1000000.0
Stock Based Compensation,46000000.0,49000000.0,55000000.0,48000000.0,48000000.0,
Deferred Tax,202000000.0,-95000000.0,-44000000.0,-89000000.0,31000000.0,
Deferred Income Tax,202000000.0,-95000000.0,-44000000.0,-89000000.0,31000000.0,
Depreciation And Amortization,-27000000.0,-27000000.0,-34000000.0,-36000000.0,-47000000.0,
Depreciation,-27000000.0,-27000000.0,,,-47000000.0,-42000000.0
Operating Gains Losses,5000000.0,19000000.0,1000000.0,2000000.0,7000000.0,
Earnings Losses From Equity Investments,-9000000.0,25000000.0,-12000000.0,1000000.0,10000000.0,
Gain Loss On Investment Securities,14000000.0,-6000000.0,13000000.0,1000000.0,-3000000.0,
Net Income From Continuing Operations,1060000000.0,583000000.0,1071000000.0,511000000.0,829000000.0,
